date,title,text,tone,code?,returnees,blaming_migrants,blaming_government,blaming_geopolitics,blaming_infrastructure,blaming_vulnerability,blaming_locals,frustration_expression,date_complete
2019-08,The impact of the humanitarian visa,"Therefore, at the immediate level, the procedure can result in significant sociographic pressure.",0,1,0,0,0,1,0,0,0,1,2019-08-25
2019-08,The impact of the humanitarian visa,Migrants will accumulate and settle for long days or however long it takes them to resolve their situation.,0,1,0,1,0,1,0,0,0,1,2019-08-25
2015-08,_This government does love them and listens to them_ Santos to deportees,"President Juan Manuel Santos arrived this Wednesday in Cúcuta, in the border area with Venezuela, to face the harsh humanitarian crisis that exists in the area after the closure of the binational border, which has generated the deportation of more than 1,000 Colombians who they were in the territory of the neighboring country.",-1,1,1,0,0,1,0,0,0,1,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"The presidents intention is to know firsthand the conditions in which his government is attending to people who have had to leave Venezuelan territory abruptly, and are now located in different shelters.",0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"In fact, Santos toured this Wednesday one of them located, precisely, in the capital of North Santander.",0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"Santos spoke with the refugees who are in this place, knowing their needs and the conditions that forced them to return to Colombian territory, after his Venezuelan counterpart, Nicolás Maduro, unilaterally ordered the closure of the border.",-1,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"They took me out like a dog, they didnt let me bring anything, Luisa Olaya, one of those affected, told Santos through tears.",-1,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"And Graciela Portilla, for her part, told him They told us we couldnt go back.",0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"Santos thus heard several stories from the people who are refugees in that center, located in the city of Cúcuta.",0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"Santos let several refugees know, after listening to them, that their situation is inconceivable and must not be repeated.",-1,1,1,0,0,1,0,0,0,1,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"Moreover, several of these victims told him that after the illtreatment received by the Venezuelan authorities, the last thing they think about is returning to the neighboring country.",-1,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,They just asked for their things back.,0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,The Head of State told these deportation victims that his government is working to solve the inconvenience that has arisen after the border closure.,0,1,1,0,0,1,0,0,0,1,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,He even committed himself to concrete measures that several of his officials are already carrying out.,1,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"There are already some trucks ready to go for everything that was left, we are just waiting for the approval of the Venezuelan authorities to be confirmed, the President notified them.",0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,Santos plans a meeting at the unified command center with the authorities in the area to learn about the results of the measures that have been adopted and how to minimize the negative effects of this humanitarian crisis.,0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,Here we are from the first moment.,0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"This government does love them and does listen to them, added the Colombian president.",1,1,1,0,0,0,0,0,0,0,2015-08-26
2015-08,_This government does love them and listens to them_ Santos to deportees,"The president, while making this tour, was very attentive to the reports sent from Cartagena by the diplomatic officials who are in the highlevel meeting between the foreign ministries of Caracas and Bogotá.",0,1,1,0,0,0,0,0,0,0,2015-08-26
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"The president of Venezuela, Nicolás Maduro, urged his Colombian counterpart, Juan Manuel Santos, to meet soon to settle the border crisis, after Ecuador announced an appointment prior to a possible meeting between the two leaders.",0,1,0,0,1,1,0,0,0,1,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"President Santos, why dont you and I apply a bit of popular wisdom and sit down face to face soon, soon",0,1,0,0,1,0,0,0,0,2,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"You are leaving things for much later, Maduro said during a public act broadcast on government television.",0,1,0,0,1,0,0,1,0,1,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"The exhortation came after Ecuadorian Foreign Minister Ricardo Patiño announced that his counterparts from Venezuela, Delcy Rodríguez, and Colombia, María Angela Holguín, will meet next Saturday in Quito as a preliminary step to a presidential meeting. .",0,1,0,0,1,1,0,0,0,1,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"This meeting was requested by Bogotá and Caracas to the presidents of Ecuador, Rafael Correa, and Uruguay, Tabaré Vázquez, whose foreign ministers will be present at the meeting, said Patiño.",0,1,0,0,0,1,0,0,0,1,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"Maduro reiterated his wish that in a possible meeting with Santos a peace pact and rules of coexistence can be signed so that paramilitarism, smuggling, fuel and food theft end on the binational border. and the attack on the Venezuelan currency.",0,1,0,0,0,1,0,0,0,2,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"And we help you to fight drug trafficking, and if you accept it, I can teach you a little about the methods of the missions so that you can fight against poverty in Colombia.",0,1,0,0,1,1,0,0,1,2,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"I offer you my hand, Maduro said.",0,1,0,0,1,0,0,0,0,1,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"Previously, the Venezuelan foreign minister wrote on Twitter that at the meeting with Holguín she will expose the truth about the border and the migratory exodus of Colombian brothers to Venezuela.",0,1,0,0,1,0,0,0,0,2,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"The crisis was unleashed on August 19 when unknown individuals shot three Venezuelan soldiers who were carrying out an antismuggling operation in the town of San Antonio del Táchira, after which Maduro ordered the closure of large sections of the 2,219 km border line.",0,1,0,0,1,0,0,0,1,1,2015-09-10
2015-09,_Hopefully very soon we will put things in their place_ Maduro to Santos,"Since then, 1,467 Colombians have been deported, according to the Venezuelan government, for being undocumented, while some 18,000 have fled for fear of being expelled without their families or belongings, according to the United Nations.",-1,1,0,0,0,0,0,0,0,1,2015-09-10
2019-02,Police xenophobia complaint cannot be ignored,"Federico Marín is a Colombian lawyer who denounced, through social networks, the inconvenience he had with uniformed officers of the Bogotá Metropolitan Police at the National Museum TransMilenio station when a search of a young Venezuelan ended in a confrontation, on Wednesday at the night.",-1,1,0,0,1,0,0,0,0,2,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"The video went viral and put into debate the xenophobia in which citizens in Colombia would be falling, due to the massive arrival of Venezuelans, who have mostly held informal jobs.",-1,1,0,0,0,0,0,0,1,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"Wednesdays case, according to Federico, was recorded at 930 p.m. m., when a young Venezuelan, approximately 25 years old, was requested by police officers for a search.",0,1,0,0,0,0,0,0,0,0,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,The man was leaned against one of the doors and approached by at least three agents.,0,1,0,0,1,0,0,0,0,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"Witnesses to the event, including his father, began to protest the treatment he was receiving and minutes later the atmosphere heated up.",0,1,0,0,1,0,0,0,0,2,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"There were halonazos, rudeness, shouting and finally both the father and his son were transferred to the Transfer Center for Protection, to spend a few hours there.",0,1,0,0,1,0,0,0,0,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"The Metropolitan Police pointed out that everything happened in the midst of the control tasks that are carried out within the system to avoid street sales, which are prohibited by the Police Code.",0,1,0,0,0,0,0,0,0,0,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"However, Federico, who was recording, was also required by the Police, handcuffed, mounted on a patrol car and later, according to what he said, the victim of insults such as after the frog, crazy h. p., lawyer, faggot, among others.",0,1,0,0,1,0,0,0,0,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"He explained that they accused him of interfering in a police procedure and they imposed a subpoena of 700,000 pesos.",0,1,0,0,1,0,0,0,0,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"He assured that during the procedure carried out by the uniformed men, they repeatedly referred to the migrants as venecos, and that on patrol one of them told them that they were animals and not people.",0,1,0,0,1,0,0,0,0,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,The migration expert from the Universidad del Rosario María Teresa Palacios explained that these behaviors cannot be ignored.,0,1,0,0,1,0,0,0,0,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"The word veneco is a term that is used to refer disparagingly to Venezuelans, and for them it is an offense, he said.",-1,1,0,0,0,0,0,0,1,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"Palacios indicated that this leaves the uniformed men in a very bad position, since they are there to take care of the citizens.",-1,1,0,0,1,0,0,0,0,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"If they reproduce these terms, what can we expect from ordinary citizens",0,1,0,0,1,0,0,0,1,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"What this does is legitimize verbal and physical aggression against Venezuelans, in the midst of the current crisis, he said.",-1,1,0,0,1,0,0,0,1,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,She made a call to the generals who are at the head of the institution They must strengthen human rights training for their subordinates.,0,1,0,0,1,0,0,0,0,1,2019-02-01
2019-02,Police xenophobia complaint cannot be ignored,"Pedagogy must be intensified because although they must enforce the Police Code and comply with the tasks of controlling street vendors, it is also true that the uniformed officers must refer to a Colombian citizen in the same way as to a Venezuelan one, he concluded.",0,1,0,0,1,0,0,0,0,1,2019-02-01
2015-09,This was the first day of the humanitarian corridor on the border,The news that was broadcast on Thursday night in Ureña (Venezuela) that the passage for school students to Colombia would be reopened pushed the parents of 56 children to take them back to classes in Cúcuta yesterday morning.,0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,"The minors, accompanied by the mayor of Ureña, Alejandro García, were picked up by a bus at dawn at the Venezuelan end of the Francisco de Paula Santander bridge.",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,"The transport took them to the beginning of the border between the two countries, where they were picked up by other buses that took them to the Inem schools, the Lions Club and the Padre Luis Vaviara school, in the North Santander capital.",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,"Allowing the passage of 2,067 children living in Venezuelan border cities to national schools, through a humanitarian corridor, was one of the conditions that President Juan Manuel Santos set on Thursday to agree to meet with his Venezuelan colleague, Nicolás Maduro , to seek solutions to the crisis at the border.",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,"The Minister of Education, Gina Parody, assured that the corridor that they requested from the Venezuelan authorities works and we hope that on Monday more children can pass.",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,"The President has given us precise instructions to verify that this corridor is real so that children can go from Venezuela to Colombia and study here without fear, added the Minister.",0,1,0,0,0,1,0,0,0,1,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,"In turn, the mayor of Cúcuta, Donamaris Ramírez, thanked the Government of Venezuela for having accepted the idea for the benefit of minors, and added that he hopes that this is the beginning of a cascade of decisions that allow the reopening of the border .",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,"The number of absenteeism, however, continues to worry the teachers of different local schools.",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,"The religious Adelia Abella, rector of the Padre Luis Vaviara school, told EL TIEMPO that yesterday she only received Gerson and Abraham Cooper, sons of the Peruvian Abraham Cooper, from Venezuela.",0,1,0,0,0,0,0,0,0,0,2015-09-04
2015-09,This was the first day of the humanitarian corridor on the border,The children came from the neighboring city of Ureña.,0,1,0,0,0,0,0,0,0,0,2015-09-04
