Id,Time,date,full_text,relevant,tone,veneco,veneca,subject,translation_deepl,text
5.594563437747282e+17,Sun Jan 25 21:02:41 +0000 2015,2015-01-25,"@SergioGrandasM Matriculas,asesorías migración Canadá apoyo psicológico sin costo. Aplicancondiciones restricciones. ",0,,,,,"SergioGrandasM Enrollment, migration counseling Canada psychological support at no cost. Restrictions apply.","SergioGrandasM Enrollment, migration counseling Canada psychological support at no cost. Restrictions apply."
5.594546199158088e+17,Sun Jan 25 20:55:50 +0000 2015,2015-01-25,"Buena tarde,Matriculas,asesorías para migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones ",0,,,,,"Good afternoon, Registration, immigration counseling, psychological support at no cost, restrictions apply.","Good afternoon, Registration, immigration counseling, psychological support at no cost, restrictions apply."
5.594532679783588e+17,Sun Jan 25 20:50:27 +0000 2015,2015-01-25,"@Chapi_GAY  Matriculas,asesorías para migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones. ",0,,,,,"@Chapi_GAY Enrollment, immigration counseling, psychological support at no cost, conditions apply, restrictions apply.","Chapi_GAY Enrollment, immigration counseling, psychological support at no cost, conditions apply, restrictions apply."
5.594530856645509e+17,Sun Jan 25 20:49:44 +0000 2015,2015-01-25,"@JoLoBue  Matriculas,asesorías para migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones. ",0,,,,,"JoLoBue Enrollment, immigration counseling, psychological support at no cost, conditions apply, restrictions apply.","JoLoBue Enrollment, immigration counseling, psychological support at no cost, conditions apply, restrictions apply."
5.594507068566733e+17,Sun Jan 25 20:40:17 +0000 2015,2015-01-25,"@OrgulloLGBT Matriculas,asesorías para migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones ",0,,,,,"Free registration, immigration counselling, psychological support and psychological support at no cost for Canada.","Free registration, immigration counselling, psychological support and psychological support at no cost for Canada."
5.594502881183334e+17,Sun Jan 25 20:38:37 +0000 2015,2015-01-25,"@carlitosvargasm Matriculas,asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones ",0,,,,,"Carlitosvargasm Tuition, migration counseling Canada psychological support at no cost. Restrictions apply","Carlitosvargasm Tuition, migration counseling Canada psychological support at no cost. Restrictions apply"
5.59449894818431e+17,Sun Jan 25 20:37:03 +0000 2015,2015-01-25,"@carogomezfilm  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones ",0,,,,,"@carogomezfilm Tuition, migration counseling Canada psychological support at no cost. Restrictions apply","carogomezfilm Tuition, migration counseling Canada psychological support at no cost. Restrictions apply"
5.594495966034002e+17,Sun Jan 25 20:35:52 +0000 2015,2015-01-25,"@lasillavacia  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,,,"Lasillavacia Tuition, migration counseling Canada psychological support at no cost. Restrictions apply.","Lasillavacia Tuition, migration counseling Canada psychological support at no cost. Restrictions apply."
5.594493101450199e+17,Sun Jan 25 20:34:44 +0000 2015,2015-01-25,"@AntanasMockus  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones ",0,,,,,"Registration, migration counseling and psychological support Canada free of charge. Restrictions apply","Registration, migration counseling and psychological support Canada free of charge. Restrictions apply"
5.594491839468093e+17,Sun Jan 25 20:34:14 +0000 2015,2015-01-25,"@karenolaya7  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,,,"Karenolaya7 Tuition, migration counseling Canada psychological support at no cost. Restrictions apply.","Karenolaya7 Tuition, migration counseling Canada psychological support at no cost. Restrictions apply."
5.594488791006167e+17,Sun Jan 25 20:33:01 +0000 2015,2015-01-25,"@lagordafabiola Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones ",0,,,,,"@lagordafabiola Tuition, migration counseling Canada psychological support at no cost. Restrictions apply","lagordafabiola Tuition, migration counseling Canada psychological support at no cost. Restrictions apply"
5.594486284070461e+17,Sun Jan 25 20:32:01 +0000 2015,2015-01-25,"@TuBoletaNews  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,,,"TuBoletaNews Tuition, migration counseling and psychological support free of charge. Restrictions apply.","TuBoletaNews Tuition, migration counseling and psychological support free of charge. Restrictions apply."
5.59448360382636e+17,Sun Jan 25 20:30:57 +0000 2015,2015-01-25,"@Registraduria  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones ",0,,,,,"Registrar's Office Registration, migration counseling Canada psychological support free of charge. Restrictions apply","Registrars Office Registration, migration counseling Canada psychological support free of charge. Restrictions apply"
5.594482338614641e+17,Sun Jan 25 20:30:27 +0000 2015,2015-01-25,"@de_bicis Hola,Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,,,"Hello, Tuition, migration counseling and psychological support Canada free of charge. Restrictions apply.","Hello, Tuition, migration counseling and psychological support Canada free of charge. Restrictions apply."
5.594480346823557e+17,Sun Jan 25 20:29:40 +0000 2015,2015-01-25,"@SectorMovilidad Matriculas,asesorías migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones. ",0,,,,,"SectorMobility Enrollment, migration counseling and psychological support Canada free of charge, conditions apply.","SectorMobility Enrollment, migration counseling and psychological support Canada free of charge, conditions apply."
5.594478518107013e+17,Sun Jan 25 20:28:56 +0000 2015,2015-01-25,"@ServientregaCS  Matriculas, asesorías migración Canadá apoyo psicológico sin costo.Aplican condiciones restricciones ",0,,,,,"ServientregaCS Enrolment, migration counselling and psychological support Canada free of charge Conditions apply restrictions","ServientregaCS Enrolment, migration counselling and psychological support Canada free of charge Conditions apply restrictions"
5.594476280445665e+17,Sun Jan 25 20:28:03 +0000 2015,2015-01-25,"@adri_betancur  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones ",0,,,,,"@adri_betancur Tuition, migration counseling Canada psychological support free of charge. Restrictions apply","adri_betancur Tuition, migration counseling Canada psychological support free of charge. Restrictions apply"
5.594474391625032e+17,Sun Jan 25 20:27:18 +0000 2015,2015-01-25,"@YanethWaldman Matriculas,asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,,,"YanethWaldman Enrollment, migration counseling Canada psychological support at no cost. Restrictions apply.","YanethWaldman Enrollment, migration counseling Canada psychological support at no cost. Restrictions apply."
5.594472106610033e+17,Sun Jan 25 20:26:23 +0000 2015,2015-01-25,"@camilachain  Matriculas, asesorías migración Canadá apoyo psicológico sin costo. Aplican condiciones restricciones. ",0,,,,,"Registration, migration counseling and psychological support Canada free of charge. Restrictions apply.","Registration, migration counseling and psychological support Canada free of charge. Restrictions apply."
5.598130604296274e+17,Mon Jan 26 20:40:09 +0000 2015,2015-01-26,"Si va a salir con sus hijos del país, tenga en cuenta los requisitos de @migracioncol &gt;&gt; ",0,,,,,"If you are leaving the country with your children, take into account the requirements of @migracioncol &gt;&gt;","If you are leaving the country with your children, take into account the requirements of migracioncol"
5.595753910025626e+17,Mon Jan 26 04:55:44 +0000 2015,2015-01-26,"@Krestta4 Fue bastante fácil,fui a migración con varios documentos q pedían x la visa d cónyuge, pagué para q la estudiarán y m la aceptaron",0,,,,,"@Krestta4 It was pretty easy, I went to immigration with several documents they asked for the spouse visa, I paid for them to study it and they accepted it.","Krestta4 It was pretty easy, I went to immigration with several documents they asked for the spouse visa, I paid for them to study it and they accepted it."
5.595644175079301e+17,Mon Jan 26 04:12:07 +0000 2015,2015-01-26,@ElDeuCule JAJAJAJAJJAJAJA Y ESTE HIJUEPUTA SIENDO VENECO CON QUE DERECHO OPINA? VALLA Y BUSQUE CON QUE LIMPIARSE EL CULO MAS BIEN 😂😂.,1,-3.0,-3.0,,Migrant,@ElDeuCule HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA And this son of a bitch being a venezuelan what right does he have to give his opinion? VALLA Y BUSQUE CON QUE LIMPIARSE EL CULO MAS BIEN 😂😂.,ElDeuCule HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA And this son of a bitch being a venezuelan what right does he have to give his opinion VALLA Y BUSQUE CON QUE LIMPIARSE EL CULO MAS BIEN .
5.59562662560809e+17,Mon Jan 26 04:05:09 +0000 2015,2015-01-26,VENECA QUE DICES AHORA???,1,-2.0,,-2.0,Migrant,VENECA WHAT DO YOU SAY NOW?,VENECA WHAT DO YOU SAY NOW
5.595622865246904e+17,Mon Jan 26 04:03:39 +0000 2015,2015-01-26,@LaBohemiaSoyYo ósea que también buena veneca bruta y culo fácil que ha ganado!!!!!,1,-3.0,,-3.0,Migrant,@LaBohemiaSoyYo so you are also a good brute and easy-assed vegan who has won!!!!!,LaBohemiaSoyYo so you are also a good brute and easyassed vegan who has won
5.595570412665078e+17,Mon Jan 26 03:42:49 +0000 2015,2015-01-26,@jcslvr @CarlitosMiguel la cual ti te fumas veneco hp por eso maduro los tiene clavados por idiotas,1,-3.0,-3.0,,Migrant,@jcslvr @CarlitosMiguel la cual ti te fumas veneco hp por eso maduro los tiene clavados por idiotas,jcslvr CarlitosMiguel la cual ti te fumas veneco hp por eso maduro los tiene clavados por idiotas
5.59553613337346e+17,Mon Jan 26 03:29:12 +0000 2015,2015-01-26,"""@rufian: que facil esa pregunta para la colombiana:  El trino de un gamin veneco.. q tal ah? Lo q es la falta de pan",1,-3.0,-3.0,,Migrant,"""@rufian: how easy that question for the Colombian: The trino of a gamin veneco.. q tal ah? What is the lack of bread",rufian how easy that question for the Colombian The trino of a gamin veneco. q tal ah What is the lack of bread
5.595470927674941e+17,Mon Jan 26 03:03:17 +0000 2015,2015-01-26,@camilitayque serena es la mejor de la historia pero hoy sere como los Australianos voy por la Veneca!,1,-1.0,,-1.0,Migrant,@camilitayque serena is the best ever but today I'll be like the Australians I'm going for the Veneca!,camilitayque serena is the best ever but today Ill be like the Australians Im going for the Veneca
5.595463381115412e+17,Mon Jan 26 03:00:17 +0000 2015,2015-01-26,"Si gana Venezuela, olvídense de que la oposición veneca logre algo este año.",1,-1.0,,-1.0,Geopolitics,"If Venezuela wins, forget about the Venezuelan opposition achieving anything this year.","If Venezuela wins, forget about the Venezuelan opposition achieving anything this year."
5.595336888079114e+17,Mon Jan 26 02:10:01 +0000 2015,2015-01-26,Esa veneca dejo a alguna familia sin comida... #Marparia,1,-3.0,,-3.0,Migrant,That veneca left a family without food.... #Marparia,That veneca left a family without food. Marparia
5.595237372134687e+17,Mon Jan 26 01:30:29 +0000 2015,2015-01-26,"La Veneca Bonita de cara, pero la cintura no existe en ella",1,-2.0,,-2.0,Migrant,"La Veneca Pretty in the face, but the waist does not exist in her.","La Veneca Pretty in the face, but the waist does not exist in her."
5.595160023632732e+17,Mon Jan 26 00:59:44 +0000 2015,2015-01-26,Ay ya comenzó la veneca fastidiosa de TNT a alabar a la gorda esa...,1,-3.0,,-3.0,Migrant,"Oh, TNT's nagging veneca has already started praising the fat lady...","Oh, TNTs nagging veneca has already started praising the fat lady."
5.595125722656358e+17,Mon Jan 26 00:46:07 +0000 2015,2015-01-26,Migración  en el A. El Dorado colapsada ....#petrolandia ,1,-1.0,,,Government,Migration at A. El Dorado collapsed ....#petrolandia,Migration at A. El Dorado collapsed .petrolandia
5.599106428373811e+17,Tue Jan 27 03:07:54 +0000 2015,2015-01-27,"@floryhernandez_ bendiciones nena, gracias todo bien, ya estoy en migración de Bogotá. Un abrazo para toda tu pandilla",0,,,,,"@floryhernandez_ blessings baby, thanks all good, I'm already in migration in Bogota. A hug for all your gang","floryhernandez_ blessings baby, thanks all good, Im already in migration in Bogota. A hug for all your gang"
5.599100426702111e+17,Tue Jan 27 03:05:31 +0000 2015,2015-01-27,Con las burradas q dice @JuanManSantos le sigue los pasos a su homólogo veneco Narcoterroristas como policías rurales V/gr Alqueda como NYPD,1,-3.0,-2.0,,Government,With the nonsense he says @JuanManSantos follows in the footsteps of his Venezuelan counterpart Narcoterrorists as rural police V/gr Alqueda as NYPD,With the nonsense he says JuanManSantos follows in the footsteps of his Venezuelan counterpart Narcoterrorists as rural police Vgr Alqueda as NYPD
5.598785340225864e+17,Tue Jan 27 01:00:19 +0000 2015,2015-01-27,"La migración a  #Windows10 se hace a través de Windows Update con una descarga de 2,8 Gb.",0,,,,,Migration to #Windows10 is done through Windows Update with a 2.8 Gb download.,Migration to Windows10 is done through Windows Update with a 2.8 Gb download.
5.598645100777472e+17,Tue Jan 27 00:04:35 +0000 2015,2015-01-27,@SoyNimbus En efecto. En México y Argentina pasa es con la migración europea,0,,,,,@SoyNimbus Indeed. In Mexico and Argentina it happens is with European migration.,SoyNimbus Indeed. In Mexico and Argentina it happens is with European migration.
5.605015421604332e+17,Wed Jan 28 18:15:55 +0000 2015,2015-01-28,"Hay que ir a robarle el apartamento a Otalvaro y el veneco, ladrón que roba a ladrón tiene 100 años de perdón!!!!!!!!!!!",1,-3.0,-3.0,,Migrant,"You have to go and steal Otalvaro's apartment and the Venezuelan, thief who steals from thief has 100 years of forgiveness!!!!!!!!!!!.","You have to go and steal Otalvaros apartment and the Venezuelan, thief who steals from thief has 100 years of forgiveness."
5.604977916054118e+17,Wed Jan 28 18:01:01 +0000 2015,2015-01-28,El veneco nos roba papel higiénico!!!!!,1,-3.0,-3.0,,Migrant,The Venezuelan steals our toilet paper!!!!!,The Venezuelan steals our toilet paper
5.604975806654996e+17,Wed Jan 28 18:00:11 +0000 2015,2015-01-28,Otalvaro y el veneco son más ladrones que los raponeros del hueco!! con eso les digo todo.,1,-3.0,-3.0,,Migrant,Otalvaro and the veneco are more thieves than the raponeros del hueco!!! with that I tell you everything.,Otalvaro and the veneco are more thieves than the raponeros del hueco with that I tell you everything.
5.604967734716867e+17,Wed Jan 28 17:56:58 +0000 2015,2015-01-28,@Andresrm24 Y ese veneco también es más ladrón que Otalvaro.,1,-2.0,-2.0,,Migrant,@Andresrm24 And that veneco is also more of a thief than Otalvaro.,Andresrm24 And that veneco is also more of a thief than Otalvaro.
5.604964072544174e+17,Wed Jan 28 17:55:31 +0000 2015,2015-01-28,Los que hay que putear hasta reventar por locas y cagones son al veneco y Otalvaro.,1,-3.0,-3.0,,Migrant,The ones who should be kicked to the curb for being crazy and shitty are the Veneco and Otalvaro.,The ones who should be kicked to the curb for being crazy and shitty are the Veneco and Otalvaro.
5.604173954170429e+17,Wed Jan 28 12:41:33 +0000 2015,2015-01-28,Y el sentido de todo es que no podemos juzgar la migración porque pasado mañana nos tocará empacar tres trapos y a empezar de nuevo.,1,-1.0,,,Locals,And the point of it all is that we cannot judge migration because the day after tomorrow we will have to pack three rags and start all over again.,And the point of it all is that we cannot judge migration because the day after tomorrow we will have to pack three rags and start all over again.
5.602655367022797e+17,Wed Jan 28 02:38:07 +0000 2015,2015-01-28,Entra mi veneco hermoso!!,1,2.0,2.0,,Migrant,Enter my beautiful veneco!,Enter my beautiful veneco
5.602421235688448e+17,Wed Jan 28 01:05:05 +0000 2015,2015-01-28,@IvanCepedaCast mostró cobre veneco - chavista con su trino en contra ex presidentes visitaron Venezuela en solidaridad con @leopoldolopez,1,-1.0,-1.0,,Government,@IvanCepedaCast showed Venezuelan-Chavista copper with his tweet against former presidents visited Venezuela in solidarity with @leopoldolopez,IvanCepedaCast showed VenezuelanChavista copper with his tweet against former presidents visited Venezuela in solidarity with leopoldolopez
5.669590273858068e+17,Sun Feb 15 13:55:40 +0000 2015,2015-02-15,"Cúcuta, en la ruta de migrantes ilegales  ",0,,,,,"Cúcuta, on the route of illegal migrants","Cúcuta, on the route of illegal migrants"
5.667780655322317e+17,Sun Feb 15 01:56:35 +0000 2015,2015-02-15,"""Pues yo si tengo derecho a celebrar San Valentín porque mi marido es veneco, ustedes no!"" - Se pone la pijama y se acuesta a dormir-",1,-1.0,-1.0,,Migrant,"""Well, I do have the right to celebrate Valentine's Day because my husband is a Venetian, you don't!"" - She puts on her pajamas and lies down to sleep.","Well, I do have the right to celebrate Valentines Day because my husband is a Venetian, you dont  She puts on her pajamas and lies down to sleep."
5.667554436416881e+17,Sun Feb 15 00:26:42 +0000 2015,2015-02-15,"@Emmanuelvperez2 YO me lo tengo que aguantar porque no me gusta como juega, prefiero a Guerra, el futbol del Veneco es mas sabroso.",1,1.0,1.0,,Migrant,"@Emmanuelvperez2 I have to put up with him because I don't like the way he plays, I prefer Guerra, Veneco's soccer is tastier.","Emmanuelvperez2 I have to put up with him because I dont like the way he plays, I prefer Guerra, Venecos soccer is tastier."
5.675473671264666e+17,Tue Feb 17 04:53:31 +0000 2015,2015-02-17,@switch_oficial eres una Mamasita veneca,1,-2.0,,-2.0,Migrant,@switch_official you're a Mamasita veneca,switch_official youre a Mamasita veneca
5.684353361515069e+17,Thu Feb 19 15:41:59 +0000 2015,2015-02-19,Hallados migrantes ilegales en el Golfo de Urabá. @DPSColombia @CancilleriaCol  ,0,,,,,Illegal migrants found in the Gulf of Urabá. @DPSColombia @CancilleriaCol,Illegal migrants found in the Gulf of Urabá. DPSColombia CancilleriaCol
5.689207558257172e+17,Fri Feb 20 23:50:52 +0000 2015,2015-02-20,#AEstaHoraEnCecar Montería | Migración de la gestión académica en línea con docentes y estudiantes #SomosCalidad ,0,,,,,#AEstaHoraEnCecar Montería | Migration of online academic management with teachers and students #SomosCalidad.,AEstaHoraEnCecar Montería  Migration of online academic management with teachers and students SomosCalidad.
5.689168394614825e+17,Fri Feb 20 23:35:19 +0000 2015,2015-02-20,"@ElNacionalWeb @MiamiHerald VENEZOLANOS LANZAN  BINGO ""POWER MANÍA VENECA"" -TUMBANDO A NICOLÁS!  Causa furor. @NTN24 ",1,1.0,,1.0,Migrant,"@ElNacionalWeb @MiamiHerald VENEZOLANOS LAUNCH BINGO ""POWER MANÍA VENECA"" -TUMBANDO A NICOLÁS!  Causes a furor. @NTN24",ElNacionalWeb MiamiHerald VENEZOLANOS LAUNCH BINGO POWER MANÍA VENECA TUMBANDO A NICOLÁS  Causes a furor. NTN24
5.686155487387935e+17,Fri Feb 20 03:38:05 +0000 2015,2015-02-20,"@juglardelzipa @villamizar Una vez un hombre Migración miró mi cédula COL y dijo: ""sé que usted es uruguaya; muéstreme cédula extranjería""",0,,,,,"@juglardelzipa @villamizar Once a Migration man looked at my cédula COL and said, ""I know you are Uruguayan; show me cédula extranjería.""","juglardelzipa villamizar Once a Migration man looked at my cédula COL and said, I know you are Uruguayan show me cédula extranjería."
5.685916772265533e+17,Fri Feb 20 02:03:14 +0000 2015,2015-02-20,"Lo sentimos. Declaración d países, periodistas y politicos valen huevo ¡Lo q vale es lucha ordenada y persistente del pueblo veneco unido!",1,1.0,1.0,,Geopolitics,We are sorry. The only thing that counts is the orderly and persistent struggle of the united Venezuelan people!,We are sorry. The only thing that counts is the orderly and persistent struggle of the united Venezuelan people
5.68590622795305e+17,Fri Feb 20 01:59:03 +0000 2015,2015-02-20,"@HassNassar Declaraciones d países, periodistas y politicos valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!",0,,,,,"@HassNassar Declarations of countries, journalists and politicians are worthless. What counts is the persistent struggle of the united Venezuelan people!","HassNassar Declarations of countries, journalists and politicians are worthless. What counts is the persistent struggle of the united Venezuelan people"
5.685891627959665e+17,Fri Feb 20 01:53:14 +0000 2015,2015-02-20,"@CLOPEZanalista Declaraciones d países, periodistas y politicos valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!",0,,,,,"@CLOPEZanalista Declaraciones d países, periodistas y politicos valen huevo Lo q vale es lucha persistente del pueblo veneco unido!","CLOPEZanalista Declaraciones d países, periodistas y politicos valen huevo Lo q vale es lucha persistente del pueblo veneco unido"
5.685869790693376e+17,Fri Feb 20 01:44:34 +0000 2015,2015-02-20,@federicoalves @MariaFdaCabal @change_es Declaracion d países y politicos valen huevo  ¡Vale es lucha persistente del pueblo veneco unido!,0,,,,,@federicoalves @MariaFdaCabal @change_es Declaracion d países y politicos valen huevo Vale es lucha persistente del pueblo veneco unido!,federicoalves MariaFdaCabal change_es Declaracion d países y politicos valen huevo Vale es lucha persistente del pueblo veneco unido
5.685860809638175e+17,Fri Feb 20 01:41:00 +0000 2015,2015-02-20,@emaciastovar Declaraciones d países y politicos valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!,0,,,,,@emaciastovar Declaraciones d países y politicos valen huevo Lo q vale es lucha persistente del pueblo veneco unido!,emaciastovar Declaraciones d países y politicos valen huevo Lo q vale es lucha persistente del pueblo veneco unido
5.685857828454359e+17,Fri Feb 20 01:39:49 +0000 2015,2015-02-20,"@ContraGodarria Declaraciones d países, periodistas y politicos valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!",0,,,,,"@ContraGodarria Declarations of countries, journalists and politicians are worthless. What counts is the persistent struggle of the united Venezuelan people!","ContraGodarria Declarations of countries, journalists and politicians are worthless. What counts is the persistent struggle of the united Venezuelan people"
5.685852860972483e+17,Fri Feb 20 01:37:50 +0000 2015,2015-02-20,@rcrolando @JusticieroCland Declaraciones d países valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!,0,,,,,@rcrolando @JusticieroCland Declaraciones d países valen huevo Lo q vale es lucha persistente del pueblo veneco unido!,rcrolando JusticieroCland Declaraciones d países valen huevo Lo q vale es lucha persistente del pueblo veneco unido
5.685849333604557e+17,Fri Feb 20 01:36:26 +0000 2015,2015-02-20,@germanmanga Declaraciones d países valen huevo ¡Lo q vale es lucha persistente del pueblo veneco unido!,0,,,,,@germanmanga Declarations of countries are worthless. What counts is the persistent struggle of the united Venezuelan people!,germanmanga Declarations of countries are worthless. What counts is the persistent struggle of the united Venezuelan people
